# 81,cat81|Гаечные ключи рожковые
#0|Ключ комбинированный 22 x 22 мм            |80|KKK-2222 |-|-|-|
#0|Ключ комбинированный 24 x 24 мм            |80|KKK-2424 |-|-|-|
#0|Ключ комбинированный 27 x 27 мм            |80|KKK-2727 |-|-|-|
#0|Ключ комбинированный 30 x 30 мм            |80|KKK-3030 |-|-|-|
#0|Ключ комбинированный 32 x 32 мм            |80|KKK-3232 |-|-|-|
#0|Ключ комбинированный 36 x 36 мм            |80|KKK-3636 |-|-|-|
#0|Ключ комбинированный 41 x 41 мм            |80|KKK-4141 |-|-|-|
#0|Ключ комбинированный 46 x 46 мм            |80|KKK-4646 |-|-|-|
#0|Ключ комбинированный 50 x 50 мм            |80|KKK-5050 |-|-|-|
#0|Ключ комбинированный 55 x 55 мм            |80|KKK-5555 |-|-|-|
#0|Ключ комбинированный 60 x 60 мм            |80|KKK-6060 |-|-|-|
#0|Ключ комбинированный 65 x 65 мм            |80|KKK-6565 |-|-|-|
#0|Ключ комбинированный 70 x 70 мм            |80|KKK-7070 |-|-|-|
#0|Ключ комбинированный 27x27 мм              |80|KKK-2727F|255,00|246,00|239,00||blue
#0|Ключ комбинированный 30x30 мм, CrV-фосфат          |80|KKF-3030|195,00|188|186,00
#0|Ключ комбинированный 32x32 мм, CrV-фосфат          |80|KKF-3232|215,00|205|198,00
#1|Ключ комбинированный &nbsp;&nbsp;8x&nbsp;&nbsp;8 мм|80|KKK-|49,00||Ключи комбинированные| оцинкованные|||/img/pic/keys/small/KLUCH Kombinirovany.jpg|/img/pic/keys/big/KLUCH Kombinirovany.jpg

#1|Ключи комбинированные                      |80|43-3-808 | 23,98| 23,00| 22,00||norow|| хромированные|</span><span class="for">Для работы с шестигранным, четырехгранным и двухгранным крепежом</span></p><UL><LI>Изготовлены из инструментальной углеродистой стали, хромированы.<LI>Твердость рабочей части <b>42 HRc</b>.</UL><p><span class="addt">||/img/pic/keys/small/43-3-808.jpg|/img/pic/keys/big/43-3-808.jpg
#0|Ключ комбинированный &#8199;8 x &#8199;8 мм|80|43-3-808 | 41,54| 40,24| 38,96
#0|Ключ комбинированный &#8199;9 x &#8199;9 мм|80|43-3-809 | 45,43| 43,44| 42,53
#0|Ключ комбинированный 10 x 10 мм            |80|43-3-810 | 45,45| 44,16| 42,86
#0|Ключ комбинированный 11 x 11 мм            |80|43-3-811 | 49,35| 48,05| 46,75
#0|Ключ комбинированный 12 x 12 мм            |80|43-3-812 | 50,65| 49,35| 48,05
#0|Ключ комбинированный 13 x 13 мм            |80|43-3-813 | 55,84| 53,25| 51,95
#0|Ключ комбинированный 14 x 14 мм            |80|43-3-814 | 61,04| 58,44| 57,14
#0|Ключ комбинированный 17 x 17 мм            |80|43-3-817 | 83,12| 80,52| 77,92
#0|Ключ комбинированный 19 x 19 мм            |80|43-3-819 | 88,31| 85,71| 83,12
#0|Ключ комбинированный 20 x 20 мм            |80|43-3-820 |119,48|116,88|114,29
#0|Ключ комбинированный 22 x 22 мм            |80|43-3-822 |180,52|175,32|170,13
#0|Ключ комбинированный 24 x 24 мм            |80|43-3-824 |187,01|183,12|179,22

# 380,cat380|Гаечные ключи кольцевые ударные
 1|Ключ кольцевой ударный 12 мм|380|KUD24| 69| 65| 69||norow|Ключи гаечные кольцевые ударные| CrV оксидированные ПРЕМИУМ&nbsp;/<span class="blue">&nbsp;хромированные&nbsp;</span>|Изготавливаются из специальной конструкционной стали.||/img/pic/keys/small/KLUCH-UDARNY-KOLCEVOY-NEW.jpg|/img/pic/keys/big/KLUCH-UDARNY-KOLCEVOY-NEW.jpg
 0|Ключ кольцевой ударный 24 мм оксид. ПРЕМИУМ|380|KUD.24KIN|-|-|-|
 0|Ключ кольцевой ударный 27 мм оксид. ПРЕМИУМ|380|KUD.27KIN|-|-|-|
 0|Ключ кольцевой ударный 30 мм оксид. ПРЕМИУМ|380|KUD.30KIN|-|-|-|
 0|Ключ кольцевой ударный 32 мм оксид. ПРЕМИУМ|380|KUD.32KIN|-|-|-|
 0|Ключ кольцевой ударный 36 мм оксид. ПРЕМИУМ|380|KUD.36KIN|-|-|-|
 0|Ключ кольцевой ударный 41 мм оксид. ПРЕМИУМ|380|KUD.41KIN|-|-|-|
 0|Ключ кольцевой ударный 46 мм оксид. ПРЕМИУМ|380|KUD.46KIN|-|-|-|
 0|Ключ кольцевой ударный 50 мм оксид. ПРЕМИУМ|380|KUD.50KIN|-|-|-|
 0|Ключ кольцевой ударный 55 мм оксид. ПРЕМИУМ|380|KUD.55KIN|-|-|-|
 0|Ключ кольцевой ударный 60 мм оксид. ПРЕМИУМ|380|KUD.60KIN|-|-|-|
 0|Ключ кольцевой ударный 65 мм оксид. ПРЕМИУМ|380|KUD.65KIN|-|-|-|
 0|Ключ кольцевой ударный 70 мм оксид. ПРЕМИУМ|380|KUD.70KIN|-|-|-|
 0|Ключ кольцевой ударный 75 мм оксид. ПРЕМИУМ|380|KUD.75KIN|-|-|-|
 0|Ключ кольцевой ударный 80 мм оксид. ПРЕМИУМ|380|KUD.80KIN|-|-|-|
 0|Ключ кольцевой ударный 85 мм  хромированный|380|KUD85K   |-|-|-||blue
 0|Ключ кольцевой ударный 95 мм  хромированный|380|KUD95K   |-|-|-||blue
#0|Ключ кольцевой ударный 80 мм оксидированный|380|KUD80N   |-|-|-|

# 252,cat252|Торцевые гаечные ключи !Ключи трубчатые
 1|Ключи-трубки торцевые оцинкованные          |252|KTT0810|-|-|-||norow|| (ключи трубчатые)|||/img/pic/keys/small/kljuchitrub.jpg|/img/pic/keys/big/jpg
 0|Ключ-трубка торцевой&numsp; 8 х 10 мм MATRIX|252|13710  |-|-|-|
#0|Ключ-трубка торцевой&numsp; 8 х 10 мм       |252|KTT0810|-|-|-|
 0|Ключ-трубка торцевой       10 х 12 мм MATRIX|252|13712  |-|-|-|
#0|Ключ-трубка торцевой       10 х 12 мм       |252|KTT1012|-|-|-|
 0|Ключ-трубка торцевой       12 х 13 мм MATRIX|252|13714  |-|-|-|
#0|Ключ-трубка торцевой       12 х 13 мм       |252|KTT1213|-|-|-|
 0|Ключ-трубка торцевой       14 х 15 мм MATRIX|252|13716  |-|-|-|
#0|Ключ-трубка торцевой       14 х 15 мм       |252|KTT1415|-|-|-|
 0|Ключ-трубка торцевой       17 х 19 мм MATRIX|252|13718  |-|-|-|
#0|Ключ-трубка торцевой       17 х 19 мм       |252|KTT1719|-|-|-|

# 82,cat82|Гаечные ключи накидные коленчатые
 1|Ключ накидной коленчатый 12 х 13 мм|82|          |-|-|-||norow sale1|Ключи накидные коленчатые|,  пр-во Камышинский завод слесарно-монтажного инструмента|Изготавливаются из конструкционной хромованадиевой стали 40ХФА или ее аналогов. Покрытие цинковое, белое, толщина 15 мкм,  <abbr title="Хроматирование — химическое пассивирование электролитически оцинкованных деталей, заключающееся в кратковременном погружении их в раствор сильных окислителей, обычно — на основе солей хрома, откуда и название, с последующей промывкой водой. Вызывает образование плотной, прочной плёнки оксидов цинка на поверхности оцинкованной детали, что существенно улучшает стойкость её к коррозии. После хроматирования оцинкованная деталь приобретает светло-желтый цвет.">хроматированое</abbr>.||/img/pic/keys/small/KLUCH nakidnoy kolenchaty.jpg|/img/pic/keys/big/KLUCH nakidnoy kolenchaty.jpg
 0|Ключ накидной коленчатый  8 х 10 мм|82|KNK-0810  |-|-|-|
 0|Ключ накидной коленчатый  8 х 10 мм|82|*14614    |-|-|-||blue
 0|Ключ накидной коленчатый 10 х 11 мм|82|**147395  |-|-|-||blue
 0|Ключ накидной коленчатый 12 х 13 мм|82|KNK-1213  |-|-|-|
#0|Ключ накидной коленчатый 13 х 17 мм|82|KNK-1317  |-|-|-|
 0|Ключ накидной коленчатый 14 х 15 мм|82|**147535  |-|-|-||blue
 0|Ключ накидной коленчатый 14 х 17 мм|82|KNK-1417  |-|-|-|
 0|Ключ накидной коленчатый 17 х 19 мм|82|KNK-1719  |-|-|-|
 0|Ключ накидной коленчатый 19 х 22 мм|82|KNK-1922  |-|-|-|
#0|Ключ накидной коленчатый 22 х 24 мм|82|KNK-2224.1|-|-|-|
 0|Ключ накидной коленчатый 19 х 22 мм|82|**SP1922  |-|-|-||blue
 0|Ключ накидной коленчатый 27 х 30 мм|82|KNK-2730  |-|-|-|
 0|Ключ накидной коленчатый 27 х 32 мм|82|**SP2732  |-|-|-||blue
#0|Ключ накидной коленчатый 30 х 32 мм|82|KNK-3032  |-|-|-|
 0|Ключ накидной коленчатый 32 х 36 мм|82|KNK-3236  |-|-|-|
 0|Ключ накидной коленчатый 36 х 38 мм|82|KNK-3638  |-|-|-|
 0|Ключ накидной коленчатый 36 х 41 мм|82|KNK-3641  |-|-|-|
#0|Ключ накидной коленчатый 41 х 46 мм|82|KNK-4146  |-|-|-|

# 83,cat83|Разводные гаечные ключи
 1|Ключи разводные                               |83|        | 169,00| 164,00| 159,00||norow|| MATRIX |||/img/pic/keys/small/Kluch razvodnoy MATRIX.jpg|/img/pic/keys/big/Kluch razvodnoy MATRIX.jpg
 0|Ключ разводной 150 мм     (макс. 20 мм) MATRIX|83|15501   | 315,00| 295,00|-||
 0|Ключ разводной 200 мм     (макс. 25 мм) MATRIX|83|15503   | 435,00| 412,00|-||
 0|Ключ разводной 250 мм     (макс. 30 мм) MATRIX|83|15505   | 585,00| 565,00|-||
 0|Ключ разводной 300 мм     (макс. 35 мм) MATRIX|83|15507   | 798,00| 775,00|-||
 0|Ключ разводной 375 мм     (макс. 40 мм) MATRIX|83|15509   |1798,00|1760,00|-||
 0|Ключ разводной 450 мм     (макс. 50 мм) MATRIX|83|15511   |2995,00|2950,00|-||
 1|Ключи разводные                               |83|        | 298,00| 280,00|-||norow|| обрезиненная двухкомпонентная рукоятка RemoColor|||/img/pic/keys/small/RAZVODNOY.jpg|/img/pic/keys/big/RAZVODNOY.jpg
 0|Ключ разводной 150 мм, обрезиненная рукоятка  |83|43-1-315| 298,00| 280,00|-||
 0|Ключ разводной 200 мм, обрезиненная рукоятка  |83|43-1-320| 398,00| 375,00|-||
 0|Ключ разводной 250 мм, обрезиненная рукоятка  |83|43-1-325| 498,00| 470,00|-||
 0|Ключ разводной 300 мм, обрезиненная рукоятка  |83|43-1-330| 698,00| 665,00|-||
 1|Ключи разводные                               |83|        | 298,00| 280,00|-||norow|| двухкомпонентная рукоятка, тонкие губки, фосфатированное покрытие RemoColor|||/img/pic/keys/small/43-1-530.jpg|/img/pic/keys/big/43-1-530.jpg
 0|Ключ разводной 150 мм, тонкие губки 0-34 мм   |83|43-1-515| 698,00| 670,00|-||
 0|Ключ разводной 200 мм, тонкие губки 0-39 мм   |83|43-1-520| 968,00| 940,00|-||
 0|Ключ разводной 250 мм, тонкие губки 0-50 мм   |83|43-1-525|1440,00|1390,00|-||
 0|Ключ разводной 300 мм, тонкие губки 0-59 мм   |83|43-1-530|2225,00|2175,00|-||
#1|Разводной гаечный ключ омеднённый КР-19 150 мм|83|        |      -|      -|-|317|norow sale1||, зев до 19 мм НИЗ|</span></p><UL><LI>Изготавливаются из инструментальной легированной конструкционной стали.<LI>Имеют защитное покрытие из меди толщиной 24-42 мкм, нанесённое на автоматической гальванической линии электрохимическим способом и пассивированное для увеличения коррозионной стойкости.<LI>Обладают полной искробезопасностью, устойчивостью к образованию коррозии во многих средах, антимагнитностью и повышенной износостойкостью.</UL><p><span class="addt">||/img/pic/instr/small/kr-omed.jpg|/img/pic/instr/big/kr-omed.jpg
#0|Ключ разводной омеднённый КР-19 150 мм        |83|        | 398,00| 398,00|-|317|
 1|Ключи разводные изолированные, до 1000 В      |83|        | 398,00| 375,00|-|317|norow sale1|| НИЗ, Россия|</span></p><UL><LI>Для работ под напряжением до 1000 В переменного / 1500 В постоянного тока.<LI>Изоляционное покрытие: грунтовка, двухслойный пластизоль разного цвета.<LI>Защитно-декоративное покрытие: хром.<LI>Инструмент имеет гладкую блестящую поверхность, потому что проходит дополнительную обработку шлифованием.</UL><p><span class="addt">||/img/pic/keys/small/kraz_izol-niz.jpg|/img/pic/keys/big/kraz_izol-niz.jpg
 0|Ключ разводной изолированный КР-19 150 мм     |83|        | 555,00| 555,00|-|317|
 0|Ключ разводной изолированный КР-30 250 мм     |83|        | 790,00| 790,00|-|317|
#1|Ключи разводные никелированные              |83|15524   | 229,90| 228,66| 224,22||norow|| СИБРТЕХ|</span><span class="for">Для монтажа и демонтажа резьбовых соединений с широким диапазоном размеров крепежа</span></p><UL><LI>Ключи рожковые разводные изготовлены из углеродистой стали и подвергнуты селективной закалке.<LI>Для разведения губок на точно заданное расстояние на неподвижной губке нанесена градуировка, а на подвижной – точечная риска.<LI>Имеют защитную накладку на рукоятке.</UL><p><span class="addt">||/img/pic/keys/small/15524.jpg|/img/pic/keys/big/15524.jpg
#0|Ключ разводной 150 мм никелированный СИБРТЕХ|83|15524   | 229,90| 228,66| 224,22|
#0|Ключ разводной 200 мм никелированный СИБРТЕХ|83|15526   | 327,80| 324,12| 316,35|
#0|Ключ разводной 250 мм никелированный СИБРТЕХ|83|15527   | 382,80| 379,62| 369,63|
#0|Ключ разводной 300 мм никелированный СИБРТЕХ|83|15528   | 548,90| 535,02| 525,03|
#0|Ключ разводной 375 мм никелированный СИБРТЕХ|83|15529   | 987,80| 979,02| 964,59|
#0|Ключ разводной 450 мм никелированный СИБРТЕХ|83|15532   |1743,50|1737,15|1686,09|
#1|Ключ разводной КР-   150 мм, НИЗ (Россия)   |83|        | 217,80| 214,23| 209,79||norow|Ключи разводные| СТАНДАРТ|||/img/pic/keys/small/Kluch razvodnoj STANDART.jpg|/img/pic/keys/big/Kluch razvodnoj STANDART.jpg
#0|Ключ разводной КР-19 150 мм, НИЗ (Россия)   |83|RS150   | 289,00| 282,00| 277,00|
#0|Ключ разводной КР-24 200 мм, НИЗ (Россия)   |83|RS200   | 217,80| 214,23| 209,79||ltdl
#0|Ключ разводной КР-30 250 мм, НИЗ (Россия)   |83|RS250   | 498,00| 482,00| 475,00|
#0|Ключ разводной КР-46 375 мм, НИЗ (Россия)   |83|RS375   |1198,00|1175,00|1165,00|
#0|Ключ разводной хромированный 450 мм, SPARTA |83|155455  | 440,00| 440,00| 440,00
#0|Ключ разводной       250 мм, БАРС           |83|15506   | 349,00| 333,00| 225,00||
#0|Ключ разводной       300 мм, БАРС           |83|15508   | 469,00| 452,00| 444,00||
#1|Ключ разводной       250 мм                 |83|43-1-425| 390,00| 390,00| 390,00||sale1 norow|Ключи разводные|||/img/pic/keys/small/43-1-425.jpg|/img/pic/keys/big/43-1-425.jpg
#0|Ключ разводной 250 мм, HARDAX, 2-комп. рук. |83|43-1-425| 390,00| 390,00| 390,00||
#0|Ключ разводной хромированный 375 мм, SPARTA |83|155405  | 550,00| 550,00| 550,00
#1|Ключ разводной       250 мм              |83|43-1-425| 498| 488| 475||norow|| HARDAX <span class="art">арт. 43-1-425</span>|</span></p><UL><LI>Хромованадиевая сталь.<LI>Двухкомпонентная рукоятка.<LI>Переставная губка позволяет использовать инструмент в качестве трубного ключа.<LI>Точная миллиметровая шкала для определения ширины развода.</UL><p><span class="addt">||/img/pic/keys/small/43-1-425.jpg|/img/pic/keys/big/43-1-425.jpg
#1|Ключ разводной       150 мм, MATRIX        |83|15501   | 169| 164| 159||norow|Ключи разводные| MATRIX /<span class="blue"> БАРС </span>|||/img/pic/keys/small/Kluch razvodnoy MATRIX.jpg|/img/pic/keys/big/Kluch razvodnoy MATRIX.jpg
#0|Ключ разводной КР-30 250 мм, HOBBI       |83|43-1-010| 250| 240| 230|

#0|Ключ разводной 200 мм             |83|155255|139|129|139
#0|Ключ разводной 250 мм             |83|15575 |195|188|195
#0|Ключ разводной 300 мм             |83|155355|199|189|199

## 84,cat84|2+51+14+18+45 размер + 3ц А|Ключи трубные рычажные КТР
 1|Ключ трубный рычажной КТР № 0         |84|                         |        | 688,00| 645,00| -||norow|Ключи трубные рычажные| КТР|</span><span class="for">Для захватывания и вращения труб и соединительных частей трубопроводов</span><br>В графе <b>"Размер"</b> указан <b>диаметр</b> труб, зажимаемых ключами, в <b>мм</b>||/img/pic/keys/small/Kluch Trubny KTR STANDART.jpg|/img/pic/keys/big/Kluch Trubny KTR STANDART.jpg
#0|Ключ трубный рычажной КТР № 0, НИЗ    |84|&numsp;0 &mdash;&numsp;25|43-0-001| 688,00| 645,00| -|
 0|Ключ трубный рычажной КТР № 1, НИЗ    |84|      10 &mdash;&numsp;36|43-0-001| 638,00| 615,00| -|
 0|Ключ трубный рычажной КТР № 2, НИЗ    |84|      20 &mdash;&numsp;50|43-0-002| 898,00| 870,00| -|
 0|Ключ трубный рычажной КТР № 3, НИЗ    |84|      20 &mdash;&numsp;63|43-0-003|1398,00|1345,00| -|
 0|Ключ трубный рычажной КТР № 4, НИЗ    |84|      25 &mdash;&numsp;90|43-0-004|2625,00|2580,00| -|
 0|Ключ трубный рычажной КТР № 5, НИЗ    |84|      32       &mdash;120|43-0-005|4550,00|4450,00| -|
